project_id,fraud_probability,predicted_typology,feature_importance_contributions,scored_at
MPLADS-002850,0.011,NORMAL,"{""project__planned_duration_days"": 0.0492, ""financial__sanctioned_amount"": 0.0187, ""financial_anomaly_score"": 0.0016}",2026-09-06T09:45:06.494738+00:00
MPLADS-002851,0.0231,NORMAL,"{""project__planned_duration_days"": 0.0445, ""geospatial_anomaly_score"": 0.0386, ""financial__sanctioned_amount"": 0.0289}",2026-09-06T09:45:06.494738+00:00
MPLADS-002852,0.0225,NORMAL,"{""financial_anomaly_percentile"": 0.1474, ""financial_anomaly_score"": 0.1153, ""geo__population_density"": 0.0992}",2026-09-06T09:45:06.494738+00:00
MPLADS-002853,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.1057, ""project__planned_duration_days"": 0.0366, ""geospatial_anomaly_percentile"": 0.0344}",2026-09-06T09:45:06.494738+00:00
MPLADS-002854,0.0161,NORMAL,"{""financial__sanctioned_amount"": 0.1498, ""payment_anomaly_score"": 0.0194, ""payment_anomaly_percentile"": 0.0167}",2026-09-06T09:45:06.494738+00:00
MPLADS-002855,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.0848, ""contractor_anomaly_score"": 0.0296, ""geospatial_anomaly_percentile"": 0.0252}",2026-09-06T09:45:06.494738+00:00
MPLADS-002856,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1022, ""project__planned_duration_days"": 0.0455, ""geospatial_anomaly_score"": 0.0198}",2026-09-06T09:45:06.494738+00:00
MPLADS-002857,0.0747,NORMAL,"{""financial__sanctioned_amount"": 0.3142, ""geo__population_density"": 0.2702, ""geospatial_anomaly_score"": 0.1792}",2026-09-06T09:45:06.494738+00:00
MPLADS-002858,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0436, ""financial__sanctioned_amount"": 0.014, ""contractor_anomaly_percentile"": 0.0035}",2026-09-06T09:45:06.494738+00:00
MPLADS-002859,0.0225,NORMAL,"{""payment_anomaly_percentile"": 0.0443, ""project__planned_duration_days"": 0.0436, ""graph_anomaly_score"": 0.032}",2026-09-06T09:45:06.494738+00:00
MPLADS-002860,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.0791, ""project__planned_duration_days"": 0.0714, ""geospatial_anomaly_percentile"": 0.0421}",2026-09-06T09:45:06.494738+00:00
MPLADS-002861,0.0442,NORMAL,"{""procurement_anomaly_percentile"": 0.2474, ""geospatial_anomaly_score"": 0.0915, ""financial__sanctioned_amount"": 0.063}",2026-09-06T09:45:06.494738+00:00
MPLADS-002862,0.0265,NORMAL,"{""financial__sanctioned_amount"": 0.1471, ""project__planned_duration_days"": 0.0529, ""geospatial_anomaly_score"": 0.0378}",2026-09-06T09:45:06.494738+00:00
MPLADS-002863,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.116, ""project__planned_duration_days"": 0.0509, ""num_flagged_models"": 0.0014}",2026-09-06T09:45:06.494738+00:00
MPLADS-002864,0.0182,NORMAL,"{""financial_anomaly_score"": 0.0525, ""financial__sanctioned_amount"": 0.0395, ""project__planned_duration_days"": 0.0376}",2026-09-06T09:45:06.494738+00:00
MPLADS-002865,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1277, ""geospatial_anomaly_score"": 0.0642, ""geospatial_anomaly_percentile"": 0.0394}",2026-09-06T09:45:06.494738+00:00
MPLADS-002866,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1352, ""mean_anomaly_score"": 0.0981, ""geospatial_anomaly_score"": 0.0734}",2026-09-06T09:45:06.494738+00:00
MPLADS-002867,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1227, ""project__planned_duration_days"": 0.0441, ""num_flagged_models"": 0.0014}",2026-09-06T09:45:06.494738+00:00
MPLADS-002868,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.6726, ""progress_anomaly_percentile"": 0.77, ""financial_anomaly_score"": 0.1829}",2026-09-06T09:45:06.494738+00:00
MPLADS-002869,0.0262,NORMAL,"{""project__planned_duration_days"": 0.0565, ""mean_anomaly_score"": 0.0414, ""contractor_anomaly_percentile"": 0.0084}",2026-09-06T09:45:06.494738+00:00
MPLADS-002870,1.0,GHOST_WORK,"{""progress_anomaly_score"": 4.9627, ""progress_anomaly_percentile"": 0.8948, ""payment_anomaly_score"": 0.2854}",2026-09-06T09:45:06.494738+00:00
MPLADS-002871,0.0612,NORMAL,"{""geo__population_density"": 0.2357, ""procurement_anomaly_percentile"": 0.1824, ""geospatial_anomaly_percentile"": 0.1782}",2026-09-06T09:45:06.494738+00:00
MPLADS-002872,0.0161,NORMAL,"{""geo__population_density"": 0.0871, ""graph_anomaly_score"": 0.0706, ""financial_anomaly_score"": 0.0548}",2026-09-06T09:45:06.494738+00:00
MPLADS-002873,0.0262,NORMAL,"{""geo__population_density"": 0.227, ""procurement_anomaly_percentile"": 0.056, ""geo__infrastructure_gap_index"": 0.0508}",2026-09-06T09:45:06.494738+00:00
MPLADS-002874,0.0231,NORMAL,"{""geo__population_density"": 0.0939, ""geo__infrastructure_gap_index"": 0.0629, ""payment_anomaly_score"": 0.0369}",2026-09-06T09:45:06.494738+00:00
MPLADS-002875,0.0046,NORMAL,"{""financial_anomaly_score"": 0.1582, ""project__planned_duration_days"": 0.0484, ""financial_anomaly_percentile"": 0.0373}",2026-09-06T09:45:06.494738+00:00
MPLADS-002876,0.0823,NORMAL,"{""geo__population_density"": 0.3318, ""graph_anomaly_score"": 0.2139, ""payment_anomaly_score"": 0.106}",2026-09-06T09:45:06.494738+00:00
MPLADS-002877,0.3904,NORMAL,"{""procurement_anomaly_score"": 1.7383, ""procurement_anomaly_percentile"": 0.7999, ""max_anomaly_score"": 0.2566}",2026-09-06T09:45:06.494738+00:00
MPLADS-002878,0.0231,NORMAL,"{""project__planned_duration_days"": 0.0447, ""contractor_anomaly_score"": 0.0195, ""graph_anomaly_percentile"": 0.0101}",2026-09-06T09:45:06.494738+00:00
MPLADS-002879,0.011,NORMAL,"{""geospatial_anomaly_percentile"": 0.0851, ""project__planned_duration_days"": 0.0443, ""std_anomaly_score"": 0.0084}",2026-09-06T09:45:06.494738+00:00
MPLADS-002880,0.0314,NORMAL,"{""payment_anomaly_score"": 0.1223, ""procurement_anomaly_percentile"": 0.107, ""geospatial_anomaly_score"": 0.0583}",2026-09-06T09:45:06.494738+00:00
MPLADS-002881,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.0811, ""geospatial_anomaly_score"": 0.0269, ""std_anomaly_score"": 0.0035}",2026-09-06T09:45:06.494738+00:00
MPLADS-002882,0.0314,NORMAL,"{""geo__population_density"": 0.1323, ""financial__sanctioned_amount"": 0.1191, ""project__planned_duration_days"": 0.0595}",2026-09-06T09:45:06.494738+00:00
MPLADS-002883,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.1246, ""project__planned_duration_days"": 0.0666, ""geospatial_anomaly_percentile"": 0.0391}",2026-09-06T09:45:06.494738+00:00
MPLADS-002884,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.1327, ""geospatial_anomaly_score"": 0.0346, ""project__planned_duration_days"": 0.0151}",2026-09-06T09:45:06.494738+00:00
MPLADS-002885,1.0,ABANDONED_WORK,"{""progress_anomaly_score"": 5.2827, ""progress_anomaly_percentile"": 0.915, ""financial_anomaly_score"": 0.1343}",2026-09-06T09:45:06.494738+00:00
MPLADS-002886,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0634, ""project__planned_duration_days"": 0.0442, ""financial__sanctioned_amount"": 0.0164}",2026-09-06T09:45:06.494738+00:00
MPLADS-002887,0.0231,NORMAL,"{""contractor_anomaly_percentile"": 0.3253, ""contractor_anomaly_score"": 0.1869, ""geo__infrastructure_gap_index"": 0.1467}",2026-09-06T09:45:06.494738+00:00
MPLADS-002888,0.0204,NORMAL,"{""geospatial_anomaly_score"": 0.0974, ""project__planned_duration_days"": 0.0632, ""financial__sanctioned_amount"": 0.0319}",2026-09-06T09:45:06.494738+00:00
MPLADS-002889,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.1089, ""std_anomaly_score"": 0.044, ""payment_anomaly_score"": 0.0408}",2026-09-06T09:45:06.494738+00:00
MPLADS-002890,0.011,NORMAL,"{""financial_anomaly_score"": 0.0897, ""project__planned_duration_days"": 0.056, ""financial_anomaly_percentile"": 0.0296}",2026-09-06T09:45:06.494738+00:00
MPLADS-002891,0.0182,NORMAL,"{""financial_anomaly_score"": 0.1842, ""payment_anomaly_score"": 0.0872, ""geo__infrastructure_gap_index"": 0.0493}",2026-09-06T09:45:06.494738+00:00
MPLADS-002892,0.0182,NORMAL,"{""financial_anomaly_score"": 0.0917, ""project__planned_duration_days"": 0.0493, ""geospatial_anomaly_score"": 0.0141}",2026-09-06T09:45:06.494738+00:00
MPLADS-002893,0.0225,NORMAL,"{""geo__infrastructure_gap_index"": 0.1563, ""financial__sanctioned_amount"": 0.0785, ""payment_anomaly_score"": 0.0562}",2026-09-06T09:45:06.494738+00:00
MPLADS-002894,0.0314,NORMAL,"{""financial__sanctioned_amount"": 0.1901, ""geo__infrastructure_gap_index"": 0.1019, ""financial_anomaly_percentile"": 0.0476}",2026-09-06T09:45:06.494738+00:00
MPLADS-002895,0.0182,NORMAL,"{""financial__sanctioned_amount"": 0.2414, ""procurement_anomaly_percentile"": 0.1346, ""geospatial_anomaly_score"": 0.1009}",2026-09-06T09:45:06.494738+00:00
MPLADS-002896,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.1936, ""geospatial_anomaly_percentile"": 0.0539, ""project__planned_duration_days"": 0.0439}",2026-09-06T09:45:06.494738+00:00
MPLADS-002897,0.0308,NORMAL,"{""geospatial_anomaly_score"": 0.0338, ""project__planned_duration_days"": 0.0247, ""num_flagged_models"": 0.0014}",2026-09-06T09:45:06.494738+00:00
MPLADS-002898,0.0182,NORMAL,"{""payment_anomaly_score"": 0.4003, ""geo__population_density"": 0.2916, ""geo__infrastructure_gap_index"": 0.2738}",2026-09-06T09:45:06.494738+00:00
MPLADS-002899,0.011,NORMAL,"{""financial__sanctioned_amount"": 0.2584, ""geo__population_density"": 0.1292, ""procurement_anomaly_percentile"": 0.0231}",2026-09-06T09:45:06.494738+00:00
MPLADS-002900,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.2, ""mean_anomaly_score"": 0.082, ""geo__population_density"": 0.0781}",2026-09-06T09:45:06.494738+00:00
MPLADS-002901,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.068, ""procurement_anomaly_percentile"": 0.0634, ""project__planned_duration_days"": 0.0515}",2026-09-06T09:45:06.494738+00:00
MPLADS-002902,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.0968, ""mean_anomaly_score"": 0.0741, ""project__planned_duration_days"": 0.0703}",2026-09-06T09:45:06.494738+00:00
MPLADS-002903,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.1987, ""financial_anomaly_score"": 0.146, ""financial_anomaly_percentile"": 0.0609}",2026-09-06T09:45:06.494738+00:00
MPLADS-002904,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.1611, ""financial_anomaly_score"": 0.1335, ""financial_anomaly_percentile"": 0.0769}",2026-09-06T09:45:06.494738+00:00
MPLADS-002905,0.9524,COST_OVERRUN,"{""progress_anomaly_score"": 2.4902, ""procurement_anomaly_score"": 0.462, ""financial_anomaly_score"": 0.4372}",2026-09-06T09:45:06.494738+00:00
MPLADS-002906,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.1074, ""payment_anomaly_score"": 0.0758, ""mean_anomaly_score"": 0.0682}",2026-09-06T09:45:06.494738+00:00
MPLADS-002907,0.0225,NORMAL,"{""project__planned_duration_days"": 0.0515, ""geo__infrastructure_gap_index"": 0.0158, ""mean_anomaly_score"": 0.0143}",2026-09-06T09:45:06.494738+00:00
MPLADS-002908,0.0265,NORMAL,"{""financial__sanctioned_amount"": 0.2669, ""payment_anomaly_score"": 0.0846, ""geo__population_density"": 0.0666}",2026-09-06T09:45:06.494738+00:00
MPLADS-002909,0.0381,NORMAL,"{""geospatial_anomaly_score"": 0.2304, ""geo__population_density"": 0.1598, ""std_anomaly_score"": 0.1147}",2026-09-06T09:45:06.494738+00:00
MPLADS-002910,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0685, ""contractor_anomaly_percentile"": 0.0674, ""geospatial_anomaly_score"": 0.0626}",2026-09-06T09:45:06.494738+00:00
MPLADS-002911,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.0691, ""contractor_anomaly_percentile"": 0.0493, ""financial__sanctioned_amount"": 0.0214}",2026-09-06T09:45:06.494738+00:00
MPLADS-002912,0.0314,NORMAL,"{""financial__sanctioned_amount"": 0.1681, ""geospatial_anomaly_score"": 0.1525, ""financial_anomaly_percentile"": 0.0671}",2026-09-06T09:45:06.494738+00:00
MPLADS-002913,0.0225,NORMAL,"{""geospatial_anomaly_score"": 0.1243, ""payment_anomaly_score"": 0.087, ""project__planned_duration_days"": 0.0608}",2026-09-06T09:45:06.494738+00:00
MPLADS-002914,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0454, ""payment_anomaly_percentile"": 0.0446, ""financial__sanctioned_amount"": 0.0368}",2026-09-06T09:45:06.494738+00:00
MPLADS-002915,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.3613, ""graph_anomaly_score"": 0.0605, ""payment_anomaly_percentile"": 0.024}",2026-09-06T09:45:06.494738+00:00
MPLADS-002916,0.0845,NORMAL,"{""procurement_anomaly_score"": 1.3967, ""procurement_anomaly_percentile"": 0.5509, ""std_anomaly_score"": 0.0377}",2026-09-06T09:45:06.494738+00:00
MPLADS-002917,0.0159,NORMAL,"{""payment_anomaly_score"": 0.3027, ""geospatial_anomaly_score"": 0.1401, ""project__planned_duration_days"": 0.056}",2026-09-06T09:45:06.494738+00:00
MPLADS-002918,0.0262,NORMAL,"{""geo__population_density"": 0.4119, ""financial__sanctioned_amount"": 0.1618, ""graph_anomaly_score"": 0.065}",2026-09-06T09:45:06.494738+00:00
MPLADS-002919,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.0922, ""contractor_anomaly_score"": 0.0898, ""contractor_anomaly_percentile"": 0.083}",2026-09-06T09:45:06.494738+00:00
MPLADS-002920,0.011,NORMAL,"{""geo__population_density"": 0.064, ""project__planned_duration_days"": 0.0541, ""num_flagged_models"": 0.0014}",2026-09-06T09:45:06.494738+00:00
MPLADS-002921,0.0231,NORMAL,"{""geospatial_anomaly_percentile"": 0.2293, ""geo__population_density"": 0.1666, ""geospatial_anomaly_score"": 0.1364}",2026-09-06T09:45:06.494738+00:00
MPLADS-002922,0.0314,NORMAL,"{""geospatial_anomaly_score"": 0.1681, ""geo__infrastructure_gap_index"": 0.1578, ""geo__population_density"": 0.1117}",2026-09-06T09:45:06.494738+00:00
MPLADS-002923,0.0182,NORMAL,"{""mean_anomaly_score"": 0.0607, ""geospatial_anomaly_score"": 0.047, ""financial__sanctioned_amount"": 0.0293}",2026-09-06T09:45:06.494738+00:00
MPLADS-002924,0.0231,NORMAL,"{""geospatial_anomaly_score"": 0.075, ""mean_anomaly_score"": 0.032, ""financial__sanctioned_amount"": 0.0186}",2026-09-06T09:45:06.494738+00:00
MPLADS-002925,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.1758, ""contractor_anomaly_percentile"": 0.0831, ""contractor_anomaly_score"": 0.0716}",2026-09-06T09:45:06.494738+00:00
MPLADS-002926,0.0225,NORMAL,"{""project__planned_duration_days"": 0.0701, ""financial__sanctioned_amount"": 0.0333, ""geospatial_anomaly_score"": 0.0177}",2026-09-06T09:45:06.494738+00:00
MPLADS-002927,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0686, ""financial__sanctioned_amount"": 0.0423, ""geo__infrastructure_gap_index"": 0.0271}",2026-09-06T09:45:06.494738+00:00
MPLADS-002928,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.0771, ""project__planned_duration_days"": 0.0611, ""financial_anomaly_percentile"": 0.0558}",2026-09-06T09:45:06.494738+00:00
MPLADS-002929,1.0,PAYMENT_PROGRESS_MISMATCH,"{""progress_anomaly_score"": 5.2655, ""progress_anomaly_percentile"": 0.9768, ""payment_anomaly_score"": 0.1341}",2026-09-06T09:45:06.494738+00:00
MPLADS-002930,0.1618,NORMAL,"{""geo__population_density"": 0.2632, ""geo__infrastructure_gap_index"": 0.2281, ""max_anomaly_score"": 0.2044}",2026-09-06T09:45:06.494738+00:00
MPLADS-002931,0.5162,PROCUREMENT_SINGLE_BID,"{""procurement_anomaly_score"": 1.6575, ""procurement_anomaly_percentile"": 0.7847, ""geospatial_anomaly_score"": 0.2032}",2026-09-06T09:45:06.494738+00:00
MPLADS-002932,0.0182,NORMAL,"{""contractor_anomaly_percentile"": 0.0666, ""geospatial_anomaly_score"": 0.0505, ""geo__infrastructure_gap_index"": 0.0381}",2026-09-06T09:45:06.494738+00:00
MPLADS-002933,0.0314,NORMAL,"{""contractor_anomaly_score"": 0.0578, ""project__planned_duration_days"": 0.0455, ""financial__sanctioned_amount"": 0.0308}",2026-09-06T09:45:06.494738+00:00
MPLADS-002934,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 5.0013, ""progress_anomaly_percentile"": 0.8728, ""geo__population_density"": 0.1725}",2026-09-06T09:45:06.494738+00:00
MPLADS-002935,0.0182,NORMAL,"{""geo__population_density"": 0.1044, ""contractor_anomaly_percentile"": 0.0759, ""graph_anomaly_score"": 0.0689}",2026-09-06T09:45:06.494738+00:00
MPLADS-002936,0.0231,NORMAL,"{""geo__infrastructure_gap_index"": 0.1339, ""procurement_anomaly_percentile"": 0.089, ""payment_anomaly_score"": 0.0847}",2026-09-06T09:45:06.494738+00:00
MPLADS-002937,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.9799, ""progress_anomaly_percentile"": 0.925, ""financial__sanctioned_amount"": 0.1089}",2026-09-06T09:45:06.494738+00:00
MPLADS-002938,0.0231,NORMAL,"{""payment_anomaly_score"": 0.2169, ""mean_anomaly_score"": 0.0853, ""graph_anomaly_score"": 0.084}",2026-09-06T09:45:06.494738+00:00
MPLADS-002939,0.0345,NORMAL,"{""financial_anomaly_score"": 0.366, ""geo__population_density"": 0.307, ""financial_anomaly_percentile"": 0.1572}",2026-09-06T09:45:06.494738+00:00
MPLADS-002940,0.2999,NORMAL,"{""procurement_anomaly_score"": 1.3881, ""procurement_anomaly_percentile"": 0.4704, ""max_anomaly_score"": 0.146}",2026-09-06T09:45:06.494738+00:00
MPLADS-002941,1.0,GHOST_WORK,"{""progress_anomaly_score"": 5.3792, ""progress_anomaly_percentile"": 0.9641, ""payment_anomaly_score"": 0.3247}",2026-09-06T09:45:06.494738+00:00
MPLADS-002942,0.0182,NORMAL,"{""geo__infrastructure_gap_index"": 0.3091, ""max_anomaly_score"": 0.0695, ""geospatial_anomaly_score"": 0.0521}",2026-09-06T09:45:06.494738+00:00
MPLADS-002943,0.0225,NORMAL,"{""financial__sanctioned_amount"": 0.1318, ""geospatial_anomaly_score"": 0.0877, ""procurement_anomaly_percentile"": 0.0491}",2026-09-06T09:45:06.494738+00:00
MPLADS-002944,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0534, ""geospatial_anomaly_score"": 0.0507, ""geospatial_anomaly_percentile"": 0.0183}",2026-09-06T09:45:06.494738+00:00
MPLADS-002945,0.0345,NORMAL,"{""payment_anomaly_score"": 0.0954, ""project__planned_duration_days"": 0.0453, ""geospatial_anomaly_score"": 0.0379}",2026-09-06T09:45:06.494738+00:00
MPLADS-002946,0.0225,NORMAL,"{""geo__infrastructure_gap_index"": 0.147, ""project__planned_duration_days"": 0.0648, ""geospatial_anomaly_score"": 0.0506}",2026-09-06T09:45:06.494738+00:00
MPLADS-002947,0.0182,NORMAL,"{""project__planned_duration_days"": 0.0469, ""num_flagged_models"": 0.0014, ""project_size_code"": 0.0}",2026-09-06T09:45:06.494738+00:00
MPLADS-002948,0.0225,NORMAL,"{""project__planned_duration_days"": 0.0662, ""geospatial_anomaly_percentile"": 0.0231, ""graph_anomaly_score"": 0.0162}",2026-09-06T09:45:06.494738+00:00
MPLADS-002949,0.0225,NORMAL,"{""geo__infrastructure_gap_index"": 0.0674, ""mean_anomaly_score"": 0.0514, ""geo__population_density"": 0.0477}",2026-09-06T09:45:06.494738+00:00
MPLADS-002950,0.1661,NORMAL,"{""geo__population_density"": 0.3191, ""financial__sanctioned_amount"": 0.1898, ""geospatial_anomaly_score"": 0.0993}",2026-09-06T09:45:06.494738+00:00
MPLADS-002951,1.0,COST_OVERRUN,"{""progress_anomaly_score"": 4.9888, ""progress_anomaly_percentile"": 0.8948, ""procurement_anomaly_score"": 0.1937}",2026-09-06T09:45:06.494738+00:00
MPLADS-002952,0.0231,NORMAL,"{""procurement_anomaly_percentile"": 0.3008, ""financial_anomaly_score"": 0.0689, ""financial_anomaly_percentile"": 0.055}",2026-09-06T09:45:06.494738+00:00
MPLADS-002953,0.011,NORMAL,"{""project__planned_duration_days"": 0.0557, ""geo__infrastructure_gap_index"": 0.0532, ""contractor_anomaly_score"": 0.0058}",2026-09-06T09:45:06.494738+00:00
MPLADS-002954,0.0231,NORMAL,"{""financial__sanctioned_amount"": 0.0843, ""payment_anomaly_percentile"": 0.0398, ""procurement_anomaly_percentile"": 0.0255}",2026-09-06T09:45:06.494738+00:00
MPLADS-002955,0.0231,NORMAL,"{""mean_anomaly_score"": 0.0783, ""geo__infrastructure_gap_index"": 0.0774, ""project__planned_duration_days"": 0.0678}",2026-09-06T09:45:06.494738+00:00
MPLADS-002956,0.0182,NORMAL,"{""geospatial_anomaly_score"": 0.059, ""project__planned_duration_days"": 0.0265, ""geospatial_anomaly_percentile"": 0.0122}",2026-09-06T09:45:06.494738+00:00
MPLADS-002957,0.0161,NORMAL,"{""geo__infrastructure_gap_index"": 0.1251, ""project__planned_duration_days"": 0.047, ""payment_anomaly_percentile"": 0.0315}",2026-09-06T09:45:06.494738+00:00
MPLADS-002958,0.0225,NORMAL,"{""procurement_anomaly_percentile"": 0.3338, ""financial_anomaly_score"": 0.1212, ""financial_anomaly_percentile"": 0.1057}",2026-09-06T09:45:06.494738+00:00
MPLADS-002959,0.0314,NORMAL,"{""geospatial_anomaly_score"": 0.1396, ""geo__population_density"": 0.1195, ""financial_anomaly_percentile"": 0.0728}",2026-09-06T09:45:06.494738+00:00
MPLADS-002960,1.0,DELAYED_WORK,"{""progress_anomaly_score"": 5.1364, ""progress_anomaly_percentile"": 0.8897, ""financial_anomaly_score"": 0.2031}",2026-09-06T09:45:06.494738+00:00
