project_id,financial_anomaly_score,financial_anomaly_percentile,financial_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,peer_cost_deviation_pct,peer_unit_cost_zscore,model_version,mode,scored_at
MPLADS-002206,38.34,79.78,False,Atypical cost per unit (+226.2% vs peer median rate),Contract escalation (-5.6% value change with 3 amendments),Standard schedule compliance,-1.06,3.49,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002207,11.01,37.6,False,Atypical cost per unit (+71.4% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-1.38,0.94,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002208,7.06,24.92,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,7.46,-0.22,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002209,33.97,75.54,False,Contract escalation (3.5% value change with 2 amendments),Normal peer disbursement pattern,Standard schedule compliance,1.27,-0.7,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002210,77.31,96.88,True,Elevated peer-adjusted cost (+401.1% vs peer median for work type),Accelerated disbursement velocity (5.0x peer median disbursement speed),Atypical cost per unit (+158.4% vs peer median rate),401.1,2.67,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002211,48.93,87.1,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,12.35,0.15,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002212,25.5,67.46,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,-4.33,-0.39,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002213,42.47,82.84,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,20.97,0.0,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002214,7.03,24.68,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-34.39,-1.01,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002215,26.22,68.22,False,High unverified disbursement rate (100.0% unverified payments),Atypical cost per unit (+134.1% vs peer median rate),Standard schedule compliance,26.23,2.26,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002216,15.52,49.38,False,Atypical cost per unit (+89.6% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,27.54,1.56,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002217,18.35,55.92,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,-28.85,0.14,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002218,1.44,3.54,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-9.47,-0.41,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002219,56.8,91.22,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-17.29,-0.33,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002220,12.09,40.46,False,Atypical cost per unit (+139.5% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,23.11,2.18,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002221,6.19,21.56,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-20.74,-0.76,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002222,8.64,30.82,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,26.56,0.49,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002223,2.18,5.78,False,Atypical cost per unit (+126.5% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,3.12,1.7,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002224,3.28,9.52,False,Atypical cost per unit (+60.2% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,0.59,0.83,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002225,4.84,15.6,False,Atypical cost per unit (+104.4% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-3.54,1.47,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002226,2.37,6.42,False,Atypical cost per unit (+290.1% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-11.07,4.9,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002227,40.42,81.3,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,5.28,-0.38,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002228,21.95,62.16,False,Atypical cost per unit (+42.5% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,24.88,0.59,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002229,11.66,39.44,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,3.08,0.35,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002230,10.0,34.8,False,Atypical cost per unit (+149.1% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-5.87,2.29,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002231,47.28,86.22,False,Elevated peer-adjusted cost (+30.3% vs peer median for work type),Normal peer disbursement pattern,Standard schedule compliance,30.28,-0.58,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002232,1.04,2.56,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-8.32,-0.58,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002233,0.0,0.51,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-4.14,-0.4,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002234,31.41,73.36,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-7.67,-0.74,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002235,68.11,94.82,False,Elevated peer-adjusted cost (+232.0% vs peer median for work type),Accelerated disbursement velocity (3.2x peer median disbursement speed),Atypical cost per unit (+204.9% vs peer median rate),232.0,3.11,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002236,8.22,29.46,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-10.6,-0.31,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002237,13.3,43.78,False,Atypical cost per unit (+105.3% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-21.96,1.5,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002238,46.14,85.56,False,Atypical cost per unit (+2587.7% vs peer median rate),High unverified disbursement rate (100.0% unverified payments),Elevated peer-adjusted cost (+31.8% vs peer median for work type),31.76,36.91,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002239,37.5,79.1,False,Atypical cost per unit (+1647.0% vs peer median rate),High unverified disbursement rate (100.0% unverified payments),Elevated peer-adjusted cost (+30.9% vs peer median for work type),30.85,22.17,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002240,59.57,92.42,False,Accelerated disbursement velocity (2.0x peer median disbursement speed),Contract escalation (56.2% value change with 0 amendments),Standard schedule compliance,28.3,0.15,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002241,3.28,9.54,False,Atypical cost per unit (+111.5% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-21.83,1.75,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002242,23.54,64.88,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,18.26,-0.2,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002243,36.31,77.84,False,Atypical cost per unit (+2205.3% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,27.44,30.87,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002244,1.48,3.74,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-21.07,-0.7,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002245,21.9,62.06,False,Atypical cost per unit (+342.7% vs peer median rate),Irregular payment intervals (33.3% timing anomaly rate),Standard schedule compliance,13.31,5.78,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002246,23.13,64.24,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,2.51,-0.47,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002247,4.32,13.6,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-5.79,-0.7,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002248,14.54,46.96,False,Atypical cost per unit (+762.4% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-14.16,9.73,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002249,31.8,73.68,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-9.44,-0.73,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002250,14.59,47.04,False,Atypical cost per unit (+74.5% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,5.32,1.29,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002251,7.17,25.26,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-24.17,-0.67,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002252,13.24,43.66,False,Atypical cost per unit (+41.5% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-17.66,0.64,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002253,59.41,92.26,False,Atypical cost per unit (+374.7% vs peer median rate),Accelerated disbursement velocity (1.7x peer median disbursement speed),Contract escalation (54.8% value change with 0 amendments),6.37,5.36,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002254,15.52,49.32,False,Atypical cost per unit (+56.4% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,17.54,0.91,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002255,17.13,53.18,False,Atypical cost per unit (+128.5% vs peer median rate),Normal peer disbursement pattern,Standard schedule compliance,19.17,2.07,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002256,18.32,55.86,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,11.48,-0.02,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002257,0.96,2.44,False,Atypical cost per unit (+168.0% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,4.22,2.05,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002258,12.25,40.96,False,Atypical cost per unit (+69.1% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,8.73,1.08,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002259,14.22,46.28,False,Atypical cost per unit (+394.5% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,-5.54,5.43,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002260,1.52,3.86,False,Atypical cost per unit (+61.5% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,16.61,1.04,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002261,25.07,66.98,False,High unverified disbursement rate (100.0% unverified payments),Atypical cost per unit (+169.5% vs peer median rate),Standard schedule compliance,-3.84,2.42,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002262,71.78,95.68,True,Elevated peer-adjusted cost (+326.4% vs peer median for work type),Accelerated disbursement velocity (4.4x peer median disbursement speed),Atypical cost per unit (+115.6% vs peer median rate),326.4,1.57,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002263,1.95,5.18,False,Atypical cost per unit (+124.1% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,9.21,1.8,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002264,3.85,11.68,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-7.62,-0.79,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002265,13.03,43.1,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,0.6,-0.37,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002266,4.84,15.58,False,Atypical cost per unit (+102.9% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,13.3,1.26,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002267,17.53,54.28,False,Irregular payment intervals (33.3% timing anomaly rate),Normal peer disbursement pattern,Standard schedule compliance,-7.43,-0.02,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002268,8.24,29.58,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-6.82,-0.36,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002269,33.74,75.34,False,High unverified disbursement rate (100.0% unverified payments),Atypical cost per unit (+43.9% vs peer median rate),Standard schedule compliance,-31.39,0.72,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002270,21.86,61.96,False,Financial metrics aligned with peer expectations,Normal peer disbursement pattern,Standard schedule compliance,0.8,-0.07,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002271,34.49,75.94,False,Atypical cost per unit (+246.2% vs peer median rate),Accelerated disbursement velocity (1.7x peer median disbursement speed),Contract escalation (30.2% value change with 0 amendments),21.92,3.01,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002272,15.59,49.54,False,Atypical cost per unit (+60.7% vs peer median rate),Consistent contract execution,No significant deviation from SOR rates,2.71,1.05,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002273,29.31,71.24,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-21.88,0.25,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002274,28.6,70.56,False,High unverified disbursement rate (100.0% unverified payments),Normal peer disbursement pattern,Standard schedule compliance,-23.37,-0.74,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
MPLADS-002275,6.29,21.96,False,Financial metrics aligned with peer expectations,Consistent contract execution,No significant deviation from SOR rates,-22.85,-0.33,1.0.0,early_warning,2026-09-06T06:12:06.212903+00:00
