WORK_ID,MP_NAME,WORK,CATEGORY,STATE,CONSTITUENCY,IDA,CITY,WARD,BLOCK,VILLAGE,RECOMMENDED_DATE,ALLOCATION_AMOUNT,IDA_APPROVAL,STATUS,HOUSE,is_fraud,fraud_type
c26b0595,MP 0047,NA - installation of street lights,Normal/Others,Kerala,Kerala Constituency 47,IDA 0060,,,Block 15,Village 49,2023-12-20,215094,Action Pending,Ongoing,Lok Sabha,0,
24136bd9,MP 0007,NA - repair of drinking water supply pipeline,Normal/Others,Haryana,Haryana Constituency 7,IDA 0214,,,,Village 20,2024-01-03,942893,Action Pending,Unsanctioned,Lok Sabha,0,
963447d4,MP 0221,NA - construction of community hall,Normal/Others,West Bengal,West Bengal Constituency 221,IDA 0158,,,,Village 90,2023-09-16,3754850,Action Pending,Ongoing,Rajya Sabha,0,
f251084b,MP 0008,NA - repair and renovation of anganwadi center,Normal/Others,Bihar,Bihar Constituency 8,IDA 0180,,Ward 28,,,2023-12-06,669554,Rejected by IDA,Unsanctioned,Lok Sabha,0,
b07581b8,MP 0026,NA - construction of boundary wall for school,Normal/Others,Gujarat,Gujarat Constituency 26,IDA 0193,,Ward 17,Block 6,Village 23,2023-04-18,447132,Approved by IDA,Ongoing,Rajya Sabha,0,
71a34a0f,MP 0038,NA - repair and renovation of anganwadi center,Normal/Others,West Bengal,West Bengal Constituency 38,IDA 0292,,Ward 3,,,2023-04-27,601263,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
3aeb2c46,MP 0108,NA - installation of hand pumps and borewells,Normal/Others,Telangana,Telangana Constituency 108,IDA 0212,,,,,2023-04-10,2467581,Approved by IDA,Completed,Lok Sabha,1,structuring
825e10b2,MP 0095,NA - repair of internal roads,Normal/Others,Kerala,Kerala Constituency 95,IDA 0098,,Ward 5,,Village 82,2023-11-22,767882,Action Pending,Unsanctioned,Rajya Sabha,0,
783b19b4,MP 0210,NA - installation of street lights,Normal/Others,Punjab,Punjab Constituency 210,IDA 0014,,,Block 7,,2023-06-12,240375,Approved by IDA,Unsanctioned,Rajya Sabha,0,
6524e20f,MP 0180,NA - repair of internal roads,Normal/Others,Haryana,Haryana Constituency 180,IDA 0004,,,,,2023-09-07,1073039,Approved by IDA,Unsanctioned,Lok Sabha,0,
6e2c5f4c,MP 0075,NA - development of public park,Normal/Others,Karnataka,Karnataka Constituency 75,IDA 0314,,Ward 13,Block 10,,2023-04-09,1466223,Action Pending,Unsanctioned,Lok Sabha,0,
de01f01d,MP 0286,NA - construction of public toilet complex,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 286,IDA 0017,,,,Village 80,2023-07-23,963964,Approved by IDA,Unsanctioned,Lok Sabha,1,structuring
f114640e,MP 0156,NA - installation of RO water purification unit,Normal/Others,Punjab,Punjab Constituency 156,IDA 0153,,,Block 1,Village 99,2024-02-16,198760,Action Pending,Sanctioned,Lok Sabha,0,
8d3128d3,MP 0196,NA - installation of street lights,Normal/Others,Karnataka,Karnataka Constituency 196,IDA 0260,,Ward 8,,Village 32,2024-03-02,133562,Rejected by IDA,Sanctioned,Lok Sabha,0,
9bbb32bd,MP 0075,NA - installation of RO water purification unit,Normal/Others,Karnataka,Karnataka Constituency 75,IDA 0316,,,Block 9,,2023-04-17,296023,Approved by IDA,Sanctioned,Lok Sabha,1,ghost_project
c2b6dbad,MP 0273,NA - construction of boundary wall for school,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 273,IDA 0201,,Ward 18,,,2023-08-07,732017,Action Pending,Unsanctioned,Lok Sabha,0,
b30e266b,MP 0144,NA - installation of street lights,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 144,IDA 0381,,,Block 15,Village 48,2023-09-19,154624,Action Pending,Unsanctioned,Lok Sabha,0,
bf3fe0bf,MP 0187,NA - installation of hand pumps and borewells,Normal/Others,Assam,Assam Constituency 187,IDA 0057,,,Block 10,,2023-11-07,64853,Approved by IDA,Unsanctioned,Lok Sabha,0,
7b312480,MP 0141,NA - repair of internal roads,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 141,IDA 0085,,,,,2023-08-12,1184614,Action Pending,Unsanctioned,Lok Sabha,0,
7e30e7ca,MP 0185,NA - development of public park,Normal/Others,Assam,Assam Constituency 185,IDA 0141,,Ward 18,,,2023-06-15,1213859,Action Pending,Sanctioned,Lok Sabha,0,
8289b3ba,MP 0086,NA - installation of hand pumps and borewells,Normal/Others,Odisha,Odisha Constituency 86,IDA 0084,,,,,2024-01-20,105058,Action Pending,Completed,Rajya Sabha,0,
26bd8254,MP 0235,NA - construction of community hall,Normal/Others,Rajasthan,Rajasthan Constituency 235,IDA 0375,,,,Village 56,2023-10-13,3053231,Action Pending,Sanctioned,Lok Sabha,0,
0c797d4d,MP 0214,NA - construction of boundary wall for school,Normal/Others,Delhi,Delhi Constituency 214,IDA 0024,,,Block 5,,2023-10-23,561460,Approved by IDA,Sanctioned,Lok Sabha,0,
1aedba92,MP 0130,NA - renovation of government school building,Normal/Others,Haryana,Haryana Constituency 130,IDA 0329,,,Block 3,,2023-08-05,1468839,Approved by IDA,Unsanctioned,Lok Sabha,0,
45482b89,MP 0189,NA - installation of hand pumps and borewells,Normal/Others,Karnataka,Karnataka Constituency 189,IDA 0323,,Ward 16,,,2023-07-09,169380,Approved by IDA,Unsanctioned,Rajya Sabha,0,
8e7d7695,MP 0295,NA - installation of solar street lights,Normal/Others,Kerala,Kerala Constituency 295,IDA 0388,,,Block 10,,2023-05-29,493164,Approved by IDA,Unsanctioned,Lok Sabha,0,
2db9273f,MP 0023,NA - installation of RO water purification unit,Normal/Others,Karnataka,Karnataka Constituency 23,IDA 0377,,Ward 20,Block 13,,2023-12-12,270941,Approved by IDA,Unsanctioned,Lok Sabha,0,
db9e95ba,MP 0171,NA - installation of RO water purification unit,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 171,IDA 0263,,,,,2023-10-16,279674,Rejected by IDA,Ongoing,Lok Sabha,0,
bee2ecac,MP 0043,NA - renovation of government school building,Normal/Others,Maharashtra,Maharashtra Constituency 43,IDA 0331,,Ward 20,,,2023-05-29,685329,Approved by IDA,Ongoing,Rajya Sabha,1,ghost_project
8b5e7516,MP 0086,NA - installation of hand pumps and borewells,Normal/Others,Odisha,Odisha Constituency 86,IDA 0220,,Ward 21,Block 2,,2023-04-11,145129,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
acd54fb2,MP 0200,NA - construction of public toilet complex,Normal/Others,Bihar,Bihar Constituency 200,IDA 0367,,,Block 5,Village 17,2024-02-06,850053,Action Pending,Unsanctioned,Lok Sabha,0,
ff5f5a53,MP 0233,NA - installation of CCTV surveillance system,Normal/Others,West Bengal,West Bengal Constituency 233,IDA 0088,,Ward 16,,Village 68,2023-05-08,526253,Rejected by IDA,Unsanctioned,Rajya Sabha,0,
dd533431,MP 0264,NA - construction of drainage system,Normal/Others,Kerala,Kerala Constituency 264,IDA 0267,,Ward 9,,,2024-03-22,1637943,Approved by IDA,Unsanctioned,Lok Sabha,0,
07aeb54d,MP 0092,NA - repair of internal roads,Normal/Others,Odisha,Odisha Constituency 92,IDA 0237,,,,Village 11,2023-08-21,2353815,Action Pending,Sanctioned,Lok Sabha,0,
17a6ec4e,MP 0142,NA - renovation of government school building,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 142,IDA 0218,,,,,2023-07-04,1225124,Action Pending,Unsanctioned,Lok Sabha,0,
2e65a630,MP 0021,NA - construction of public toilet complex,Normal/Others,Haryana,Haryana Constituency 21,IDA 0112,,,Block 4,Village 95,2023-09-17,757475,Approved by IDA,Completed,Rajya Sabha,0,
af0f0e86,MP 0241,NA - installation of street lights,Normal/Others,Tamil Nadu,Tamil Nadu Constituency 241,IDA 0279,,Ward 19,,Village 80,2023-07-12,98202,Approved by IDA,Unsanctioned,Lok Sabha,0,
64bc7b6d,MP 0069,NA - installation of street lights,Normal/Others,Rajasthan,Rajasthan Constituency 69,IDA 0097,,,,Village 84,2023-06-14,214336,Action Pending,Unsanctioned,Lok Sabha,0,
8d3fcefe,MP 0039,NA - construction of cremation ground shed,Normal/Others,Telangana,Telangana Constituency 39,IDA 0128,,,,,2023-04-26,275292,Approved by IDA,Unsanctioned,Lok Sabha,0,
87811350,MP 0152,NA - development of public park,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 152,IDA 0273,,Ward 19,,Village 8,2024-02-10,1664073,Rejected by IDA,Sanctioned,Lok Sabha,0,
c952a0f0,MP 0054,NA - construction of cremation ground shed,Normal/Others,Rajasthan,Rajasthan Constituency 54,IDA 0046,,Ward 22,,,2023-07-13,336419,Approved by IDA,Unsanctioned,Lok Sabha,0,
8982bb92,MP 0195,NA - installation of solar street lights,Normal/Others,Haryana,Haryana Constituency 195,IDA 0213,,,,Village 33,2023-07-13,340965,Rejected by IDA,Completed,Lok Sabha,0,
5d96c89b,MP 0040,NA - construction of boundary wall for school,Normal/Others,Telangana,Telangana Constituency 40,IDA 0106,,,,,2024-01-07,872885,Action Pending,Unsanctioned,Rajya Sabha,0,
e7cbd15a,MP 0024,NA - installation of street lights,Normal/Others,Assam,Assam Constituency 24,IDA 0224,,Ward 13,Block 4,,2024-02-08,80863,Action Pending,Unsanctioned,Lok Sabha,1,duplicate
6e11fc35,MP 0224,NA - construction of boundary wall for school,Normal/Others,Telangana,Telangana Constituency 224,IDA 0027,,,Block 6,,2023-06-21,342006,Action Pending,Unsanctioned,Lok Sabha,0,
47ae4931,MP 0083,NA - repair of drinking water supply pipeline,Normal/Others,Maharashtra,Maharashtra Constituency 83,IDA 0329,,,Block 5,,2023-12-20,1100374,Rejected by IDA,Unsanctioned,Lok Sabha,0,
fa803315,MP 0068,NA - construction of community hall,Normal/Others,Telangana,Telangana Constituency 68,IDA 0186,,,,,2024-01-14,16634443,Action Pending,Completed,Lok Sabha,1,overpricing
3b3f2571,MP 0050,NA - installation of RO water purification unit,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 50,IDA 0281,,,,Village 21,2023-06-02,242285,Action Pending,Sanctioned,Lok Sabha,0,
9059b11f,MP 0287,NA - repair of internal roads,Normal/Others,Maharashtra,Maharashtra Constituency 287,IDA 0178,,,Block 3,,2023-05-29,2420733,Action Pending,Ongoing,Lok Sabha,0,
7870c906,MP 0116,NA - construction of public toilet complex,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 116,IDA 0387,,,Block 11,,2023-09-15,659676,Approved by IDA,Unsanctioned,Lok Sabha,0,
fd7ea81f,MP 0087,NA - installation of street lights,Normal/Others,Kerala,Kerala Constituency 87,IDA 0346,,,,,2023-04-16,139600,Action Pending,Unsanctioned,Lok Sabha,0,
6e596b42,MP 0089,NA - construction of cremation ground shed,Normal/Others,Bihar,Bihar Constituency 89,IDA 0113,,,,,2024-02-11,481460,Action Pending,Unsanctioned,Rajya Sabha,1,structuring
ad7175af,MP 0259,NA - installation of CCTV surveillance system,Normal/Others,Kerala,Kerala Constituency 259,IDA 0096,,Ward 24,Block 14,Village 11,2023-04-19,366239,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
25ca6cda,MP 0062,NA - installation of street lights,Normal/Others,Kerala,Kerala Constituency 62,IDA 0065,,Ward 9,,Village 16,2023-12-16,250616,Approved by IDA,Unsanctioned,Lok Sabha,0,
bca7b49f,MP 0055,NA - construction of cremation ground shed,Normal/Others,Bihar,Bihar Constituency 55,IDA 0366,,Ward 17,Block 12,,2024-03-15,453962,Approved by IDA,Sanctioned,Lok Sabha,0,
0004fa28,MP 0160,NA - construction of boundary wall for school,Normal/Others,Andhra Pradesh,Andhra Pradesh Constituency 160,IDA 0391,,,,,2024-03-25,398769,Approved by IDA,Sanctioned,Lok Sabha,0,
0e417264,MP 0052,NA - installation of street lights,Normal/Others,Telangana,Telangana Constituency 52,IDA 0044,,,Block 1,,2023-07-06,247094,Approved by IDA,Completed,Lok Sabha,0,
a35bacc4,MP 0238,NA - installation of solar street lights,Normal/Others,Assam,Assam Constituency 238,IDA 0364,,,Block 13,Village 5,2023-12-16,421209,Action Pending,Unsanctioned,Lok Sabha,0,
dd2e1e7e,MP 0250,NA - repair of drinking water supply pipeline,Normal/Others,Haryana,Haryana Constituency 250,IDA 0381,,,,,2024-01-23,895038,Approved by IDA,Sanctioned,Rajya Sabha,0,
1d6ae4a4,MP 0268,NA - construction of boundary wall for school,Normal/Others,Jharkhand,Jharkhand Constituency 268,IDA 0343,,,,Village 79,2023-05-01,744030,Approved by IDA,Ongoing,Lok Sabha,1,ghost_project
b3aa1dab,MP 0067,NA - construction of cremation ground shed,Normal/Others,Telangana,Telangana Constituency 67,IDA 0303,,,Block 12,Village 53,2023-06-10,370966,Approved by IDA,Ongoing,Lok Sabha,0,
3431a26a,MP 0051,NA - renovation of government school building,Normal/Others,Uttarakhand,Uttarakhand Constituency 51,IDA 0364,,,Block 4,,2024-02-03,1849237,Approved by IDA,Sanctioned,Rajya Sabha,0,
c1a4dff8,MP 0186,NA - installation of RO water purification unit,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 186,IDA 0028,,Ward 8,,Village 79,2023-11-26,152162,Action Pending,Unsanctioned,Lok Sabha,0,
e589d38b,MP 0081,NA - repair and renovation of anganwadi center,Normal/Others,Karnataka,Karnataka Constituency 81,IDA 0193,,,,,2024-02-28,405973,Action Pending,Unsanctioned,Lok Sabha,0,
4b46546b,MP 0111,NA - construction of boundary wall for school,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 111,IDA 0130,,Ward 10,,Village 63,2024-01-01,339245,Approved by IDA,Unsanctioned,Rajya Sabha,0,
958f5f27,MP 0142,NA - installation of CCTV surveillance system,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 142,IDA 0129,,Ward 13,Block 8,Village 88,2024-01-05,483853,Action Pending,Unsanctioned,Lok Sabha,0,
61e887b3,MP 0180,NA - construction of cremation ground shed,Normal/Others,Haryana,Haryana Constituency 180,IDA 0368,,,,Village 18,2023-11-19,570622,Approved by IDA,Unsanctioned,Rajya Sabha,0,
e581da04,MP 0149,NA - installation of solar street lights,Normal/Others,Telangana,Telangana Constituency 149,IDA 0123,,,,Village 40,2023-11-05,238135,Action Pending,Completed,Lok Sabha,0,
d80b11b4,MP 0297,NA - installation of street lights,Normal/Others,Delhi,Delhi Constituency 297,IDA 0115,,,Block 11,,2024-03-06,151455,Action Pending,Unsanctioned,Lok Sabha,0,
6df7230e,MP 0179,NA - construction of community hall,Normal/Others,Rajasthan,Rajasthan Constituency 179,IDA 0361,,,,,2023-12-08,3441776,Approved by IDA,Unsanctioned,Lok Sabha,0,
3e5a16b1,MP 0043,NA - development of public park,Normal/Others,Maharashtra,Maharashtra Constituency 43,IDA 0119,,Ward 7,,Village 46,2024-03-29,1290966,Action Pending,Sanctioned,Lok Sabha,0,
67d04521,MP 0287,NA - renovation of government school building,Normal/Others,Maharashtra,Maharashtra Constituency 287,IDA 0118,,Ward 1,Block 12,,2023-04-24,1859361,Action Pending,Unsanctioned,Lok Sabha,0,
3c18e989,MP 0032,NA - construction of community hall,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 32,IDA 0054,,,,Village 19,2023-11-06,2307446,Approved by IDA,Sanctioned,Lok Sabha,0,
fcb1ea8d,MP 0185,NA - construction of drainage system,Normal/Others,Assam,Assam Constituency 185,IDA 0353,,,,,2023-07-15,1086282,Action Pending,Unsanctioned,Lok Sabha,1,duplicate
567e1e30,MP 0120,NA - construction of community hall,Normal/Others,Bihar,Bihar Constituency 120,IDA 0203,,,Block 14,,2023-08-22,1952229,Action Pending,Unsanctioned,Lok Sabha,0,
b81b8331,MP 0023,NA - installation of street lights,Normal/Others,Karnataka,Karnataka Constituency 23,IDA 0296,,,,Village 40,2023-04-27,198386,Action Pending,Unsanctioned,Lok Sabha,0,
9f930647,MP 0292,NA - installation of RO water purification unit,Normal/Others,Uttarakhand,Uttarakhand Constituency 292,IDA 0049,,,,,2024-02-15,219226,Approved by IDA,Unsanctioned,Lok Sabha,0,
d9f32c0e,MP 0216,NA - installation of street lights,Normal/Others,Punjab,Punjab Constituency 216,IDA 0075,,,,,2024-03-06,277090,Action Pending,Sanctioned,Lok Sabha,0,
044407f5,MP 0178,NA - construction of community hall,Normal/Others,Jharkhand,Jharkhand Constituency 178,IDA 0007,,Ward 12,,Village 99,2023-06-20,2129161,Action Pending,Unsanctioned,Rajya Sabha,0,
2faba741,MP 0272,NA - installation of RO water purification unit,Normal/Others,Rajasthan,Rajasthan Constituency 272,IDA 0289,,,,,2023-08-18,1679913,Approved by IDA,Unsanctioned,Lok Sabha,1,overpricing
286bea92,MP 0167,NA - repair and renovation of anganwadi center,Normal/Others,Punjab,Punjab Constituency 167,IDA 0379,,,,,2024-01-18,383854,Approved by IDA,Unsanctioned,Rajya Sabha,0,
29812c41,MP 0044,NA - installation of solar street lights,Normal/Others,Assam,Assam Constituency 44,IDA 0330,,,,Village 18,2023-06-22,336744,Action Pending,Unsanctioned,Rajya Sabha,0,
95fa9fb8,MP 0226,NA - installation of street lights,Normal/Others,Jharkhand,Jharkhand Constituency 226,IDA 0111,,,Block 12,Village 70,2023-09-25,149282,Approved by IDA,Unsanctioned,Rajya Sabha,0,
3cb3a15c,MP 0158,NA - construction of cremation ground shed,Normal/Others,West Bengal,West Bengal Constituency 158,IDA 0172,,,,Village 42,2024-03-07,566791,Approved by IDA,Completed,Lok Sabha,0,
7aaae791,MP 0142,NA - installation of street lights,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 142,IDA 0078,,,Block 9,,2023-10-10,273017,Approved by IDA,Sanctioned,Lok Sabha,0,
7c0b4b1c,MP 0140,NA - installation of RO water purification unit,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 140,IDA 0044,,,Block 13,,2023-11-25,175271,Action Pending,Unsanctioned,Rajya Sabha,0,
8e753ec8,MP 0245,NA - installation of CCTV surveillance system,Normal/Others,Bihar,Bihar Constituency 245,IDA 0376,,,Block 3,Village 81,2024-03-19,369580,Action Pending,Unsanctioned,Lok Sabha,0,
1eb6af47,MP 0131,NA - construction of community hall,Normal/Others,Gujarat,Gujarat Constituency 131,IDA 0048,,,Block 6,,2024-03-09,1700584,Action Pending,Unsanctioned,Rajya Sabha,0,
7bceb24b,MP 0077,NA - renovation of government school building,Normal/Others,Assam,Assam Constituency 77,IDA 0327,,Ward 11,Block 4,,2023-06-15,1710969,Approved by IDA,Unsanctioned,Lok Sabha,0,
76454f9d,MP 0071,NA - construction of community hall,Normal/Others,Bihar,Bihar Constituency 71,IDA 0087,,,Block 1,,2023-09-09,2219081,Action Pending,Completed,Rajya Sabha,0,
26d23d73,MP 0185,NA - repair and renovation of anganwadi center,Normal/Others,Assam,Assam Constituency 185,IDA 0388,,Ward 30,Block 8,Village 51,2023-07-09,367452,Approved by IDA,Unsanctioned,Lok Sabha,0,
46ebf2be,MP 0046,NA - installation of CCTV surveillance system,Normal/Others,West Bengal,West Bengal Constituency 46,IDA 0319,,Ward 1,,Village 95,2023-04-07,294822,Action Pending,Unsanctioned,Rajya Sabha,0,
edbc7170,MP 0082,NA - repair and renovation of anganwadi center,Normal/Others,Odisha,Odisha Constituency 82,IDA 0051,,,Block 4,,2023-06-20,523267,Action Pending,Unsanctioned,Lok Sabha,0,
839450a5,MP 0288,NA - renovation of government school building,Normal/Others,Chhattisgarh,Chhattisgarh Constituency 288,IDA 0134,,Ward 13,Block 11,,2023-09-18,1385753,Approved by IDA,Unsanctioned,Rajya Sabha,0,
e97220fa,MP 0179,NA - development of public park,Normal/Others,Rajasthan,Rajasthan Constituency 179,IDA 0238,,Ward 27,,Village 54,2023-11-16,7021178,Action Pending,Unsanctioned,Lok Sabha,1,overpricing
20600e47,MP 0234,NA - installation of RO water purification unit,Normal/Others,Karnataka,Karnataka Constituency 234,IDA 0124,,,,,2023-05-09,322181,Approved by IDA,Sanctioned,Rajya Sabha,0,
8eb2fcb6,MP 0213,NA - construction of boundary wall for school,Normal/Others,Madhya Pradesh,Madhya Pradesh Constituency 213,IDA 0114,,,Block 13,,2024-02-14,792733,Rejected by IDA,Sanctioned,Lok Sabha,0,
ccf39b08,MP 0210,NA - construction of cremation ground shed,Normal/Others,Punjab,Punjab Constituency 210,IDA 0389,,,Block 5,Village 34,2024-02-12,472043,Action Pending,Unsanctioned,Lok Sabha,0,
b7c5ffcd,MP 0120,NA - installation of CCTV surveillance system,Normal/Others,Bihar,Bihar Constituency 120,IDA 0222,,,,,2023-11-20,484905,Approved by IDA,Unsanctioned,Rajya Sabha,0,
953b2ea7,MP 0230,NA - installation of CCTV surveillance system,Normal/Others,Maharashtra,Maharashtra Constituency 230,IDA 0161,,,Block 10,,2023-11-03,220087,Approved by IDA,Ongoing,Lok Sabha,1,vendor_capture
35b63ae2,MP 0256,NA - repair and renovation of anganwadi center,Normal/Others,Punjab,Punjab Constituency 256,IDA 0119,,,Block 7,Village 28,2023-12-29,466155,Approved by IDA,Unsanctioned,Lok Sabha,0,
42eaf2ec,MP 0251,NA - construction of cremation ground shed,Normal/Others,Uttar Pradesh,Uttar Pradesh Constituency 251,IDA 0125,,,Block 8,,2024-01-16,336748,Action Pending,Sanctioned,Lok Sabha,0,
0ef89ae1,MP 0036,NA - construction of drainage system,Normal/Others,Bihar,Bihar Constituency 36,IDA 0047,,,Block 7,,2023-10-10,400220,Approved by IDA,Sanctioned,Lok Sabha,0,
